공고일자,공고명,연도,수요기관,업무구분,품목대분류,유찰,응찰수,무응찰,입찰진행상태값,공고상태값,제조물품제한여부,긴급공고여부
20231207,감시장비영상개선장비,2023,해군군수사령부,물품(내자),국방·치안·보안,False,1.0,False,낙찰자선정,등록공고,Y,
20231208,25사단 70여단 1대대 취사식당 신축 관급자재(자동제어) 구매,2023,육군제25보병사단,물품(내자),전기·조명,False,1.0,False,낙찰자선정,등록공고,,
20231213,00부대 라돈저감시설 자동제어 구매,2023,수도방위사령부,물품(내자),전기·조명,False,1.0,False,낙찰자선정,등록공고,,
20231219,"23년 [육군, 공군] 로프발사기(투색장치) 조달",2023,육군군수사령부,물품(내자),국방·치안·보안,False,1.0,False,낙찰자선정,등록공고,,
20231221,양압식공기호흡기-2형 계약의뢰,2023,국방부 국군화생방방호사령부,물품(내자),국방·치안·보안,False,1.0,False,낙찰자선정,등록공고,N,Y
20231221,23년 해군 CNC 플라즈마 절단기 제조,2023,해군군수사령부,물품(내자),산업기계,False,1.0,False,낙찰자선정,등록공고,Y,
20230427,"23년 윤활유(LSA, PL-MED) 조달",2023,육군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,등록공고,Y,
20230511,23년 공군군수사령부 액체산소 등 5종 구매,2023,공군군수사령부,물품(내자),화학·화공,False,1.0,False,낙찰자선정,등록공고,N,
20230921,2023년 국방부 항공유(JET A-1) 단가계약,2023,공군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,등록공고,N,
20230622,2023년 육군군수사령부 국솥류 2종 조달,2023,육군군수사령부,물품(내자),서비스산업장비,False,2.0,False,낙찰자선정,등록공고,Y,
20230711,2023년 해병대 권총집 및 탄입대 제조,2023,해병대 군수단,물품(내자),국방·치안·보안,False,2.0,False,낙찰자선정,등록공고,Y,
20230716,"23년 거품액체 소화용 제조 조달 구매(육군, 해군)",2023,육군군수사령부,물품(내자),국방·치안·보안,False,1.0,False,낙찰자선정,등록공고,Y,
20230801,23년 육군 저상형트레일러 제조,2023,육군군수사령부,물품(내자),차량·수송장비,False,2.0,False,낙찰자선정,등록공고,Y,
20230208,23년 공군 드로즈형 팬티 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,34.0,False,낙찰자선정,등록공고,Y,
20230222,"2023년 전투복 제조 1차 (육군,공군)",2023,육군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230222,"2023년 전투복 제조 2차 (육군,공군)",2023,육군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230222,2023년 전투복 제조 3차 (육군),2023,육군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230214,23년 해군 백단화 등 3종 구매,2023,해군군수사령부,물품(내자),피복·개인용품,False,10.0,False,낙찰자선정,등록공고,Y,
20230222,23년 육군 방한장갑 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,8.0,False,낙찰자선정,등록공고,Y,
20230306,2023년 육군 방한복 상의 내피 제조 (체촌 포함),2023,육군군수사령부,물품(내자),피복·개인용품,False,18.0,False,낙찰자선정,등록공고,Y,
20230306,2023년 육군 방한복 상의 외피 제조(1차),2023,육군군수사령부,물품(내자),피복·개인용품,False,16.0,False,낙찰자선정,등록공고,Y,
20230306,2023년 육군 방한복 상의 외피 제조 (2차),2023,육군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230403,23년 육군 무릎덮개(매복용) 제조 구매,2023,육군군수사령부,물품(내자),스포츠·레저,False,25.0,False,낙찰자선정,등록공고,Y,
20230322,23년 공군 태극마크 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,30.0,False,낙찰자선정,등록공고,Y,
20230323,23년 해군 태극마크 제조,2023,해군군수사령부,물품(내자),피복·개인용품,False,30.0,False,낙찰자선정,등록공고,Y,
20230323,"23년 공군, 해군 세면주머니(바구니형) 제조",2023,공군군수사령부,물품(내자),피복·개인용품,False,7.0,False,낙찰자선정,등록공고,Y,
20230324,23년 육군 태극마크 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,16.0,False,낙찰자선정,등록공고,Y,
20230330,23년 공군 반코트 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,24.0,False,낙찰자선정,등록공고,Y,
20230330,"23년 육군, 해군, 해병 치약 제조",2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,등록공고,Y,
20230405,"23년 세면주머니 제조(육군, 해병대)",2023,육군군수사령부,물품(내자),피복·개인용품,False,37.0,False,낙찰자선정,등록공고,Y,
20230408,"(재공고)23년 육군, 해군, 해병 치약 제조",2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,재공고,Y,
20230417,"23년 보온대(주머니난로) 제조 (해군, 공군, 해병)",2023,공군군수사령부,물품(내자),피복·개인용품,False,11.0,False,낙찰자선정,등록공고,Y,
20230412,23년 육군 손세정제 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,14.0,False,낙찰자선정,등록공고,Y,
20230801,"2023년 전투복 체촌 제조 (육군 보충, 공군, 해군, 해병)",2023,육군군수사령부,물품(내자),피복·개인용품,False,6.0,False,낙찰자선정,등록공고,Y,
20230801,2023년 전투복 체촌 제조 (육군 초도),2023,육군군수사령부,물품(내자),피복·개인용품,False,7.0,False,낙찰자선정,등록공고,Y,
20230417,2023년 방상외피 체촌 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,11.0,False,낙찰자선정,등록공고,Y,
20230418,"23년 공군, 해병 손세정제 제조",2023,공군군수사령부,물품(내자),피복·개인용품,False,19.0,False,낙찰자선정,등록공고,Y,
20230418,"23년 군용 단화 3종 제조(육군, 공군)",2023,육군군수사령부,물품(내자),피복·개인용품,False,8.0,False,낙찰자선정,등록공고,Y,
20230428,23년 군용 안면마스크(두건) 제조 (육군),2023,육군군수사령부,물품(내자),국방·치안·보안,False,17.0,False,낙찰자선정,등록공고,Y,
20230428,[국립서울현충원]2023년도 봉안함 명패 제작 구매,2023,국방부 국립서울현충원,물품(내자),출판물,False,7.0,False,낙찰자선정,등록공고,Y,
20230501,2023년~2024년 비누갑 조달,2023,육군군수사령부,물품(내자),건축자재,False,2.0,False,낙찰자선정,등록공고,Y,
20230501,23년 전군 예비군마크 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,15.0,False,낙찰자선정,등록공고,Y,
20230501,23년 공군 포제계급장류 제조,2023,공군군수사령부,물품(내자),출판물,False,16.0,False,낙찰자선정,등록공고,Y,
20230504,2023년 전군 인식표 제조,2023,육군군수사령부,물품(내자),출판물,True,0.0,True,유찰,등록공고,Y,
20230509,23년 군용 침낭 제조입찰(1차),2023,육군군수사령부,물품(내자),스포츠·레저,False,23.0,False,낙찰자선정,등록공고,Y,
20230509,23년 군용 침낭 제조입찰(2차),2023,육군군수사령부,물품(내자),스포츠·레저,False,23.0,False,낙찰자선정,등록공고,Y,
20230509,23년 군용 침낭 제조입찰(3차),2023,육군군수사령부,물품(내자),스포츠·레저,False,23.0,False,낙찰자선정,등록공고,Y,
20230515,2023년 전군 인식표 제조,2023,육군군수사령부,물품(내자),출판물,False,2.0,False,낙찰자선정,재공고,Y,
20230517,23년 공군 정비화 제조,2023,공군군수사령부,물품(내자),국방·치안·보안,False,4.0,False,낙찰자선정,등록공고,Y,
20230517,23년 해병 궤도차량 승무원전투화 제조,2023,해병대 군수단,물품(내자),국방·치안·보안,False,2.0,False,낙찰자선정,등록공고,Y,
20230531,23년 육군 면도기 구매,2023,육군군수사령부,물품(내자),피복·개인용품,False,466.0,False,낙찰자선정,등록공고,N,
20230524,23년 육군 숙영용 야전깔개(발포 폴리에틸렌계) 제조,2023,육군군수사령부,물품(내자),스포츠·레저,False,11.0,False,낙찰자선정,등록공고,Y,
20230524,23년 국방부 비행복류 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,8.0,False,낙찰자선정,등록공고,Y,
20230524,23년 국방부 비행잠바류 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,11.0,False,낙찰자선정,등록공고,Y,
20230531,"23년 육군, 공군, 해군 귀덮개 제조",2023,육군군수사령부,물품(내자),피복·개인용품,False,32.0,False,낙찰자선정,등록공고,Y,
20230602,"23년 해군 정복, 근무복 체촌",2023,해군군수사령부,물품(내자),피복·개인용품,False,16.0,False,낙찰자선정,등록공고,Y,
20230615,23년 디지털 요대 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,25.0,False,낙찰자선정,등록공고,Y,
20230615,23년 요대류 제조,2023,해군군수사령부,물품(내자),피복·개인용품,False,23.0,False,낙찰자선정,등록공고,Y,
20230605,(재공고)23년 공군 포제계급장류 제조,2023,공군군수사령부,물품(내자),출판물,False,5.0,False,낙찰자선정,재공고,Y,
20230614,23년 공군 철제계급장류 제조,2023,공군군수사령부,물품(내자),출판물,False,8.0,False,낙찰자선정,등록공고,Y,
20230621,23년 육군 세수비누 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,3.0,False,낙찰자선정,등록공고,Y,
20230621,23년 해군 세수비누 제조,2023,해군군수사령부,물품(내자),피복·개인용품,False,3.0,False,낙찰자선정,등록공고,Y,
20230621,23년 해병 세수비누 제조,2023,해병대 군수단,물품(내자),피복·개인용품,False,3.0,False,낙찰자선정,등록공고,Y,
20230629,23년 국방부 방한용 스패츠 제조,2023,육군군수사령부,물품(내자),국방·치안·보안,False,21.0,False,낙찰자선정,등록공고,Y,
20230705,"23년 군용 안면마스크(두건) 제조-공군,해군, 해병대",2023,공군군수사령부,물품(내자),국방·치안·보안,False,9.0,False,낙찰자선정,등록공고,Y,
20230705,23년 공군 세수비누 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,4.0,False,낙찰자선정,등록공고,Y,
20230712,23년 공군 매트리스커버(3형) 제조,2023,공군군수사령부,물품(내자),가정용품,False,31.0,False,낙찰자선정,등록공고,Y,
20230718,"2023년 육군, 해군, 공군 기능성방한복 제조",2023,육군군수사령부,물품(내자),피복·개인용품,False,18.0,False,낙찰자선정,등록공고,Y,
20230718,2023년 육군 기능성방한복 제조 (2차),2023,육군군수사령부,물품(내자),피복·개인용품,False,19.0,False,낙찰자선정,등록공고,Y,
20230713,23년 육군 샤워타월 제조,2023,육군군수사령부,물품(내자),가정용품,False,6.0,False,낙찰자선정,등록공고,Y,
20230714,23년 육군 칫솔케이스 구매,2023,육군군수사령부,물품(내자),피복·개인용품,False,,False,낙찰자선정,등록공고,N,
20230714,23년 육군 칫솔 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,2.0,False,낙찰자선정,등록공고,Y,
20230725,"군용대테러화제조구매(육군,해병)",2023,육군군수사령부,물품(내자),국방·치안·보안,False,2.0,False,낙찰자선정,등록공고,Y,
20230802,23년 3사 생도피복 제조(체촌),2023,육군군수사령부,물품(내자),피복·개인용품,False,14.0,False,낙찰자선정,등록공고,Y,
20230803,"2023년 육군, 해군 방한복 상의 내피 제조 (추가분)",2023,육군군수사령부,물품(내자),피복·개인용품,False,18.0,False,낙찰자선정,등록공고,Y,
20230803,2023년 육군 기능성방한복 제조 (3차),2023,육군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230816,2023년 육군 특전사 기능성방한복 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,14.0,False,낙찰자선정,등록공고,Y,
20230803,23년 육사 생도피복 제조(체촌),2023,육군군수사령부,물품(내자),피복·개인용품,False,13.0,False,낙찰자선정,등록공고,Y,
20230810,육공군 야전침대(알루미늄제) 제조 납품,2023,육군군수사령부,물품(내자),스포츠·레저,False,4.0,False,낙찰자선정,등록공고,Y,
20230824,23년 공군 포제계급장류 제조,2023,공군군수사령부,물품(내자),출판물,False,12.0,False,낙찰자선정,등록공고,Y,
20230825,빨간마후라 목티형 8종 구매,2023,공군군수사령부,물품(내자),피복·개인용품,False,17.0,False,낙찰자선정,등록공고,Y,
20230829,23년 육군 손톱깎이 제조,2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,등록공고,Y,
20230831,23년 육군 학군단복 제조(체촌),2023,육군군수사령부,물품(내자),피복·개인용품,False,18.0,False,낙찰자선정,등록공고,Y,
20230907,(재공고)23년 육군 손톱깎이 제조,2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,재공고,Y,
20230926,23년 공군 라디오존데 조달,2023,공군군수사령부,물품(내자),실험·측정기기,False,9.0,False,낙찰자선정,등록공고,N,
20230918,2023년 해병대 궤도차량승무원복 제조,2023,해병대 군수단,물품(내자),피복·개인용품,False,29.0,False,낙찰자선정,등록공고,Y,
20230919,23년 육군 손톱깎이 제조,2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,등록공고,Y,
20230926,23년 공군 철제휘장류 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,23.0,False,낙찰자선정,등록공고,Y,
20230926,23년 공군 포제휘장류 제조,2023,공군군수사령부,물품(내자),피복·개인용품,False,10.0,False,낙찰자선정,등록공고,Y,
20231005,2023년 육군 궤도차량승무원복(하계) 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,27.0,False,낙찰자선정,등록공고,Y,
20231005,2023년 육군 대테러복 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,29.0,False,낙찰자선정,등록공고,Y,
20231005,2023년 육군 특전복 제조 (체촌 포함),2023,육군군수사령부,물품(내자),피복·개인용품,False,20.0,False,낙찰자선정,등록공고,Y,
20230927,2023년 해군 함상방한복 제조,2023,해군군수사령부,물품(내자),피복·개인용품,False,20.0,False,낙찰자선정,등록공고,Y,
20231005,(재공고) 23년 육군 손톱깎이 제조,2023,육군군수사령부,물품(내자),피복·개인용품,True,0.0,True,유찰,재공고,Y,
20231016,23년 육군 간호복 체촌,2023,육군군수사령부,물품(내자),피복·개인용품,False,3.0,False,낙찰자선정,등록공고,Y,
20231025,23년 육군 군의관복류 제조,2023,육군군수사령부,물품(내자),의료장비,False,21.0,False,낙찰자선정,등록공고,Y,
20231025,23년 육군 수영복 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,6.0,False,낙찰자선정,등록공고,Y,
20231107,23년 육군 후보생 견장류 제조,2023,육군군수사령부,물품(내자),피복·개인용품,False,29.0,False,낙찰자선정,등록공고,Y,
20231107,23년 육군 환자복류 제조,2023,육군군수사령부,물품(내자),의료장비,False,15.0,False,개찰완료,등록공고,Y,
20230209,23년 주공급자의약품 1성분,2023,육군군수사령부,물품(내자),기타(51),False,198.0,False,낙찰자선정,등록공고,N,
20230209,23년 주공급자의약품 2성분,2023,육군군수사령부,물품(내자),기타(51),False,197.0,False,낙찰자선정,등록공고,N,
20230209,23년 주공급자 퇴장방지의약품,2023,육군군수사령부,물품(내자),기타(51),False,11.0,False,낙찰자선정,등록공고,N,
20230221,23년 육군 미용티슈 제조 조달,2023,육군군수사령부,물품(내자),종이류,False,8.0,False,낙찰자선정,등록공고,Y,
20230227,육군 23년 액상형 세탁세제(중성) 제조,2023,육군군수사령부,물품(내자),청소장비,False,15.0,False,낙찰자선정,등록공고,Y,
20230308,23년 Td 백신,2023,육군군수사령부,물품(내자),기타(51),False,2.0,False,낙찰자선정,등록공고,N,
20230321,육군 23년 구두솔 제조,2023,육군군수사령부,물품(내자),청소장비,True,0.0,True,유찰,등록공고,Y,
20230322,23년 Td 백신,2023,육군군수사령부,물품(내자),기타(51),True,0.0,True,유찰,재공고,N,
20230328,23년 육군 방청윤활유(방청유) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230330,23년 엔진용윤활유(자동차용) 조달,2023,육군군수사령부,물품(내자),연료·유류,False,3.0,False,낙찰자선정,등록공고,Y,
20230330,육군 23년 구두솔 제조,2023,육군군수사령부,물품(내자),청소장비,True,0.0,True,유찰,재공고,Y,
20230403,"23년 윤활유(LSA, PL-MED) 조달",2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230403,23년 윤활유(자동변속기유) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230403,"23년 윤활유(그리스 고성능, 자동차용 및 포병용) 조달",2023,육군군수사령부,물품(내자),연료·유류,False,3.0,False,낙찰자선정,등록공고,Y,
20230406,2023년도 특수작전식량 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230415,2023년 육군군수사령부 등 4개 기관 드럼통(신관) 조달,2023,육군군수사령부,물품(내자),운반·포장,True,2.0,False,유찰,등록공고,,
20230407,23년 공군군수사령부 액체산소 등 5종 구매,2023,공군군수사령부,물품(내자),화학·화공,True,3.0,False,유찰,등록공고,N,
20230410,국방부 수요 자동차용휘발유(탱크주입도) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230410,2023년도 전투식량 1형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230410,2023년도 전투식량 1형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230410,2023년도 전투식량 1형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230410,2023년 육군군수사령부 등 3개 기관 세탁망 조달,2023,육군군수사령부,물품(내자),운반·포장,False,16.0,False,낙찰자선정,등록공고,Y,
20230411,23년 육군 방청윤활유(방청유) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230413,"2023년도 전투식량 즉각취식형(1, 2식단) 조달",2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230413,"2023년도 전투식량 즉각취식형(1, 2식단) 조달",2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230412,23년 해군 윤활유(증기터빈용) 조달,2023,해군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,등록공고,Y,
20230417,23년 윤활유(기어용) 조달,2023,육군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,등록공고,Y,
20230418,23년 해군 윤활유(내연기관용) 조달,2023,해군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230418,"23년 윤활유(LSA, PL-MED) 조달",2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230418,23년 윤활유(자동변속기유) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230420,23년 유압작동유 구매,2023,해군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230420,23년 공군군수사령부 액체산소 등 5종 구매,2023,공군군수사령부,물품(내자),화학·화공,True,0.0,True,유찰,재공고,N,
20230425,23년 MMR 백신,2023,육군군수사령부,물품(내자),기타(51),False,59.0,False,낙찰자선정,등록공고,N,
20230425,23년 A형간염 백신,2023,육군군수사령부,물품(내자),기타(51),False,176.0,False,낙찰자선정,등록공고,N,
20230425,23년 수막구균 백신,2023,육군군수사령부,물품(내자),기타(51),False,85.0,False,낙찰자선정,등록공고,N,
20230425,23년 Tdap 백신,2023,육군군수사령부,물품(내자),기타(51),False,88.0,False,낙찰자선정,등록공고,N,
20230425,2023년 육군군수사령부 등 4개 기관 드럼통(신관) 조달,2023,육군군수사령부,물품(내자),운반·포장,True,0.0,True,유찰,재공고,Y,
20230504,국방부 수요 자동차용 휘발유(드럼포장) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230501,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230501,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230501,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230501,23년 윤활유(PL-SP) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230502,23년 해군 윤활유(내연기관용) 조달,2023,해군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230502,23년 강중유 조달,2023,육군군수사령부,물품(내자),연료·유류,False,48.0,False,낙찰자선정,등록공고,N,
20230503,"23년 윤활유(그리스 고성능, 자동차용 및 포병용) 조달",2023,육군군수사령부,물품(내자),연료·유류,False,3.0,False,낙찰자선정,재공고,Y,
20230504,23년 유압작동유 구매,2023,해군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230504,국방부 수요 자동차용휘발유(탱크주입도) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230510,2023년 육군군수사령부 등 4개 기관 드럼통(신관) 조달,2023,육군군수사령부,물품(내자),운반·포장,True,0.0,True,유찰,등록공고,Y,
20230510,국방부 수요 등유(드럼포장) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230524,국방부 수요 저유황경유 단가계약,2023,국방부,물품(내자),연료·유류,False,3.0,False,낙찰자선정,등록공고,N,
20230516,23년 윤활유(PL-SP) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230519,국방부 수요 자동차용 휘발유(드럼포장) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230523,23년 윤활유(브레이크용) 구매,2023,육군군수사령부,물품(내자),연료·유류,False,4.0,False,낙찰자선정,등록공고,Y,
20230608,국방부 수요 고유황경유 단가계약,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230525,23년 윤활유(PL-SP) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,Y,
20230530,국방부 수요 등유(드럼포장) 구매,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230526,23년 MMR 백신,2023,육군군수사령부,물품(내자),기타(51),False,6.0,False,낙찰자선정,재공고,N,
20230530,23년 급식류-설탕(단가계약),2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230530,염화나트륨 주사액 구매,2023,육군군수사령부,물품(내자),기타(51),True,0.0,True,유찰,등록공고,N,
20230608,국방부 수요 혹한기경유(드럼포장) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230608,23년 윤활유(PL-SP) 조달,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,Y,
20230614,23년 급식류-설탕(단가계약),2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,재공고,Y,
20230614,염화나트륨 주사액 구매,2023,육군군수사령부,물품(내자),기타(51),True,0.0,True,유찰,등록공고,N,
20230616,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230616,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230616,2023년도 전투식량 2형(1~3식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20230622,염화나트륨 주사액 구매,2023,육군군수사령부,물품(내자),기타(51),True,0.0,True,유찰,등록공고,N,
20230706,23년 MMR 백신,2023,육군군수사령부,물품(내자),기타(51),False,5.0,False,낙찰자선정,등록공고,N,
20230707,국방부 수요 고유황경유 단가계약,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230707,국방부 수요 혹한기경유(드럼포장) 단가계약,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230802,23년 MMR 백신,2023,육군군수사령부,물품(내자),기타(51),False,4.0,False,낙찰자선정,재공고,N,
20230824,2023년 국방부 저장용 유류(혹한기경유-경기외) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230824,2023년 국방부 항공기연료(AV-GAS) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230824,2023년 국방부 항공유(JP-8-도서) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230824,2023년 국방부 항공유(JET A-1) 단가계약,2023,공군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230824,2023년 국방부 저장용 유류(등유) 단가계약(탱크주입도),2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230824,2023년 국방부 저장용 유류(혹한기경유-경기지역) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,등록공고,N,
20230824,2023년 국방부 항공유(JP-8)-차량 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230825,2023년 국방부 항공유(JP-8(차량)-드럼포장도) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20230828,23년 MMR 백신,2023,육군군수사령부,물품(내자),기타(51),False,5.0,False,낙찰자선정,등록공고,N,
20230907,2023년 국방부 항공유(JET A-1) 단가계약,2023,공군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230907,2023년 국방부 항공기연료(AV-GAS) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230907,2023년 국방부 항공유(JP-8-도서) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230908,2023년 국방부 저장용 유류(등유) 단가계약(탱크주입도),2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230908,2023년 국방부 항공유(JP-8)-차량 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20230908,2023년 국방부 저장용 유류(혹한기경유-경기외) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,False,2.0,False,낙찰자선정,재공고,N,
20230913,2023년 국방부 항공유(JP-8(차량)-드럼포장도) 단가계약,2023,국방부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20231114,2023년 국방부 등유(드럼포장도) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,등록공고,N,
20231122,2023년 국방부 등유(드럼포장도) 단가계약,2023,육군군수사령부,물품(내자),연료·유류,True,0.0,True,유찰,재공고,N,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
20231205,전투식량 특전-22형(1-10식단) 조달,2023,육군군수사령부,물품(내자),식품,True,0.0,True,유찰,등록공고,Y,
